ID,Data,Nivel_de_conhecimento,Nota,Conteudo_abordado,Didatica_do_professor,Material_de_apoio,Espaco_do_evento,Comentario_geral
671,2025-03-15,Nenhum conhecimento,2,Modelagem de dados,Intermediária,Exercícios práticos,Pouco ventilado,"Muito bom, só faltaram mais exemplos sobre integração com outras ferramentas."
672,2025-03-15,Nenhum conhecimento,2,Introdução ao Power BI,Objetiva,Exercícios práticos,Muito amplo,Eu gostaria de mais explicações sobre Power Query.
673,2025-03-15,Conhecimento avançado,5,Análise de dados avançada,Clara,Documentação,Sem acústica,A parte de visualização de dados foi bem interessante.
674,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Intermediária,Documentação,Sem acústica,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
675,2025-03-15,Nenhum conhecimento,2,Criação de dashboards,Confusa,Vídeos,Confortável,"O evento foi muito bom, aprendi bastante, mas o espaço estava muito quente."
676,2025-03-15,Conhecimento básico,5,Análise de dados avançada,Objetiva,Slides,Com muitas cadeiras,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
677,2025-03-15,Nenhum conhecimento,5,Criação de dashboards,Com muitos exemplos,Documentação,Confortável,Achei o tempo de palestra bem adequado.
678,2025-03-15,Nenhum conhecimento,4,Análise de dados avançada,Intermediária,Apostila,Muito amplo,"Ótima palestra, aprendi muito!"
679,2025-03-15,Conhecimento avançado,5,Conectando fontes de dados,Com muitos exemplos,Slides,Muito amplo,"A parte de DAX foi muito interessante, mas achei que poderia ser mais prática."
680,2025-03-15,Conhecimento avançado,5,Análise de dados avançada,Confusa,Documentação,Pouco ventilado,"Muito bom, só faltaram mais exemplos sobre integração com outras ferramentas."
681,2025-03-15,Conhecimento avançado,4,DAX e Power Query,Intermediária,Exercícios práticos,Pouco ventilado,"O material foi bom, mas faltaram mais exemplos práticos."
682,2025-03-15,Conhecimento básico,4,Análise de dados avançada,Clara,Slides,Confortável,"Gostei dos slides, mas os vídeos poderiam ter sido mais explicativos."
683,2025-03-15,Nenhum conhecimento,5,Criação de dashboards,Com muitos exemplos,Exercícios práticos,Muito amplo,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
684,2025-03-15,Conhecimento básico,5,Análise de dados avançada,Clara,Vídeos,Sem acústica,Achei que a parte de modelagem de dados poderia ser mais prática.
685,2025-03-15,Nenhum conhecimento,5,Criação de dashboards,Objetiva,Exercícios práticos,Com muitas cadeiras,"O evento foi bem interessante, mas o espaço poderia ser mais confortável."
686,2025-03-15,Conhecimento avançado,5,DAX e Power Query,Clara,Exercícios práticos,Muito amplo,"Conteúdo bom, mas poderia ser mais aprofundado."
687,2025-03-15,Nenhum conhecimento,1,Criação de dashboards,Intermediária,Documentação,Muito amplo,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
688,2025-03-15,Conhecimento avançado,3,Criação de dashboards,Com muitos exemplos,Apostila,Com muitas cadeiras,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
689,2025-03-15,Nenhum conhecimento,2,Conectando fontes de dados,Clara,Slides,Sem acústica,"Eu esperava mais sobre Power BI Desktop, mas o evento foi bom."
690,2025-03-15,Nenhum conhecimento,1,Introdução ao Power BI,Intermediária,Documentação,Confortável,Achei que o conteúdo foi bem organizado.
691,2025-03-15,Nenhum conhecimento,4,Análise de dados avançada,Com muitos exemplos,Vídeos,Com muitas cadeiras,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
692,2025-03-15,Conhecimento avançado,3,DAX e Power Query,Confusa,Vídeos,Confortável,A palestra foi confusa em alguns momentos.
693,2025-03-15,Conhecimento avançado,1,Criação de dashboards,Objetiva,Slides,Muito amplo,"Gostei dos exemplos, mas acho que poderiam ser mais realistas."
694,2025-03-15,Nenhum conhecimento,4,Modelagem de dados,Clara,Apostila,Muito amplo,Eu gostaria de mais explicações sobre Power Query.
695,2025-03-15,Conhecimento básico,3,Análise de dados avançada,Intermediária,Documentação,Sem acústica,"Eu esperava mais sobre Power BI Desktop, mas o evento foi bom."
696,2025-03-15,Conhecimento avançado,2,DAX e Power Query,Objetiva,Slides,Confortável,"Muito bom, só faltaram mais exemplos sobre integração com outras ferramentas."
697,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Intermediária,Documentação,Pouco ventilado,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
698,2025-03-15,Conhecimento avançado,5,Conectando fontes de dados,Intermediária,Apostila,Sem acústica,"O evento foi ótimo, mas o local poderia ter mais espaço."
699,2025-03-15,Nenhum conhecimento,2,DAX e Power Query,Intermediária,Apostila,Muito amplo,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
700,2025-03-15,Conhecimento básico,2,Introdução ao Power BI,Confusa,Slides,Pouco ventilado,"O evento foi bom, mas o local não ajudou muito na acústica."
701,2025-03-15,Conhecimento avançado,5,Criação de dashboards,Intermediária,Apostila,Com muitas cadeiras,"Gostei dos exemplos, mas acho que poderiam ser mais realistas."
702,2025-03-15,Conhecimento básico,1,Introdução ao Power BI,Com muitos exemplos,Documentação,Confortável,"Eu esperava mais sobre Power BI Desktop, mas o evento foi bom."
703,2025-03-15,Nenhum conhecimento,1,Criação de dashboards,Intermediária,Slides,Pouco ventilado,As explicações sobre visualizações de dados foram muito boas.
704,2025-03-15,Conhecimento básico,5,Análise de dados avançada,Objetiva,Vídeos,Sem acústica,"O evento foi bem planejado, mas o tempo para perguntas foi limitado."
705,2025-03-15,Conhecimento básico,1,Modelagem de dados,Clara,Vídeos,Confortável,Faltou mais exemplos práticos no material.
706,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Objetiva,Exercícios práticos,Sem acústica,Fiquei um pouco perdido na parte de modelagem de dados.
707,2025-03-15,Nenhum conhecimento,1,Conectando fontes de dados,Confusa,Apostila,Confortável,"O espaço poderia ser mais ventilado, estava quente."
708,2025-03-15,Conhecimento básico,3,Introdução ao Power BI,Confusa,Slides,Confortável,Eu adoraria ver um módulo mais avançado sobre DAX.
709,2025-03-15,Conhecimento básico,2,Análise de dados avançada,Confusa,Apostila,Confortável,"O espaço poderia ser mais ventilado, estava quente."
710,2025-03-15,Nenhum conhecimento,2,DAX e Power Query,Intermediária,Documentação,Confortável,Faltou mais tempo de prática para fixar o conteúdo.
711,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Confusa,Slides,Muito amplo,"Achei a parte de modelagem de dados muito interessante, mas poderia ser mais prática."
712,2025-03-15,Nenhum conhecimento,2,Modelagem de dados,Clara,Vídeos,Pouco ventilado,Eu gostaria de mais explicações sobre Power Query.
713,2025-03-15,Conhecimento avançado,3,Criação de dashboards,Confusa,Apostila,Muito amplo,Achei o tempo de palestra bem adequado.
714,2025-03-15,Conhecimento avançado,3,Análise de dados avançada,Com muitos exemplos,Slides,Sem acústica,Poderiam ter dado mais exemplos práticos de como usar o Power BI no dia a dia.
715,2025-03-15,Nenhum conhecimento,4,Modelagem de dados,Clara,Exercícios práticos,Muito amplo,"O evento foi bom, mas o local não tinha boa acústica."
716,2025-03-15,Conhecimento avançado,3,Criação de dashboards,Objetiva,Vídeos,Muito amplo,"Excelente didática, fácil de entender."
717,2025-03-15,Conhecimento básico,4,Introdução ao Power BI,Com muitos exemplos,Slides,Sem acústica,"A explicação sobre visualizações foi muito boa, mas eu gostaria de mais exemplos práticos."
718,2025-03-15,Conhecimento avançado,4,Conectando fontes de dados,Intermediária,Exercícios práticos,Muito amplo,Achei que o evento foi muito bem organizado.
719,2025-03-15,Nenhum conhecimento,2,Conectando fontes de dados,Objetiva,Exercícios práticos,Confortável,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
720,2025-03-15,Conhecimento avançado,4,Criação de dashboards,Intermediária,Slides,Confortável,"O conteúdo foi interessante, mas muito teórico."
721,2025-03-15,Conhecimento avançado,5,Análise de dados avançada,Confusa,Exercícios práticos,Sem acústica,"O professor foi ótimo, mas o espaço não ajudou muito."
722,2025-03-15,Conhecimento básico,3,Análise de dados avançada,Intermediária,Exercícios práticos,Com muitas cadeiras,Poderiam ter dado mais tempo para perguntas no final.
723,2025-03-15,Conhecimento básico,2,Introdução ao Power BI,Intermediária,Exercícios práticos,Sem acústica,A parte de visualização de dados foi bem interessante.
724,2025-03-15,Conhecimento avançado,2,Modelagem de dados,Intermediária,Apostila,Sem acústica,O evento poderia ser mais longo para abordar mais tópicos.
725,2025-03-15,Conhecimento básico,2,Criação de dashboards,Clara,Exercícios práticos,Muito amplo,"O evento foi bem interessante, mas o espaço poderia ser mais confortável."
726,2025-03-15,Conhecimento avançado,2,Introdução ao Power BI,Clara,Exercícios práticos,Sem acústica,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
727,2025-03-15,Conhecimento básico,4,Introdução ao Power BI,Com muitos exemplos,Apostila,Pouco ventilado,Achei que o conteúdo poderia ser mais aprofundado.
728,2025-03-15,Conhecimento básico,3,Criação de dashboards,Confusa,Slides,Pouco ventilado,Poderiam ter dado mais exemplos práticos de como usar o Power BI no dia a dia.
729,2025-03-15,Conhecimento básico,1,Criação de dashboards,Com muitos exemplos,Vídeos,Sem acústica,"O material foi bom, mas faltaram mais exemplos práticos."
730,2025-03-15,Conhecimento avançado,3,Análise de dados avançada,Clara,Slides,Confortável,"Achei que a quantidade de conteúdo foi boa, mas o ritmo estava um pouco rápido."
731,2025-03-15,Nenhum conhecimento,2,Introdução ao Power BI,Clara,Vídeos,Confortável,Achei o tempo de palestra bem adequado.
732,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Clara,Slides,Sem acústica,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
733,2025-03-15,Nenhum conhecimento,2,Análise de dados avançada,Clara,Slides,Sem acústica,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
734,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Objetiva,Documentação,Confortável,"O evento foi ótimo, mas o local poderia ter mais espaço."
735,2025-03-15,Nenhum conhecimento,1,Conectando fontes de dados,Com muitos exemplos,Slides,Com muitas cadeiras,Faltou mais tempo de prática para fixar o conteúdo.
736,2025-03-15,Conhecimento avançado,5,Modelagem de dados,Confusa,Exercícios práticos,Muito amplo,"O evento foi ótimo, mas o local poderia ter mais espaço."
737,2025-03-15,Conhecimento avançado,3,DAX e Power Query,Objetiva,Exercícios práticos,Sem acústica,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
738,2025-03-15,Conhecimento básico,2,Conectando fontes de dados,Intermediária,Apostila,Sem acústica,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
739,2025-03-15,Nenhum conhecimento,4,Conectando fontes de dados,Com muitos exemplos,Documentação,Sem acústica,Achei que o conteúdo poderia ser mais aprofundado.
740,2025-03-15,Conhecimento avançado,3,Conectando fontes de dados,Confusa,Documentação,Muito amplo,Fiquei um pouco perdido na parte de modelagem de dados.
741,2025-03-15,Conhecimento avançado,2,Análise de dados avançada,Objetiva,Slides,Confortável,Poderiam ter dado mais tempo para perguntas no final.
742,2025-03-15,Nenhum conhecimento,4,Conectando fontes de dados,Com muitos exemplos,Exercícios práticos,Com muitas cadeiras,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
743,2025-03-15,Conhecimento básico,5,Modelagem de dados,Confusa,Apostila,Muito amplo,Achei que o conteúdo foi bem organizado.
744,2025-03-15,Conhecimento básico,1,Conectando fontes de dados,Intermediária,Documentação,Com muitas cadeiras,"Achei a palestra boa, mas o local estava com pouca ventilação."
745,2025-03-15,Conhecimento avançado,3,DAX e Power Query,Com muitos exemplos,Slides,Com muitas cadeiras,Muito bom! Poderiam ter abordado mais sobre DAX.
746,2025-03-15,Nenhum conhecimento,1,Criação de dashboards,Clara,Slides,Com muitas cadeiras,Gostei muito dos exemplos práticos apresentados.
747,2025-03-15,Nenhum conhecimento,5,Criação de dashboards,Objetiva,Vídeos,Confortável,"O evento foi bom, mas o local não ajudou muito na acústica."
748,2025-03-15,Conhecimento avançado,5,Conectando fontes de dados,Objetiva,Vídeos,Confortável,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
749,2025-03-15,Conhecimento avançado,4,Modelagem de dados,Clara,Documentação,Confortável,Poderiam ter dado mais exemplos sobre modelagem de dados.
750,2025-03-15,Conhecimento básico,5,Conectando fontes de dados,Com muitos exemplos,Vídeos,Pouco ventilado,Achei o tempo de palestra bem adequado.
751,2025-03-15,Conhecimento básico,2,Conectando fontes de dados,Intermediária,Apostila,Confortável,"A parte de DAX foi bem explicada, mas o material poderia ser mais completo."
752,2025-03-15,Conhecimento avançado,1,Análise de dados avançada,Clara,Apostila,Com muitas cadeiras,Eu adoraria ver um módulo mais avançado sobre DAX.
753,2025-03-15,Nenhum conhecimento,4,Criação de dashboards,Confusa,Exercícios práticos,Confortável,As explicações sobre visualizações de dados foram muito boas.
754,2025-03-15,Conhecimento avançado,1,Conectando fontes de dados,Clara,Apostila,Sem acústica,"A parte prática foi a melhor, espero que tenha mais exercícios no futuro."
755,2025-03-15,Conhecimento avançado,4,Introdução ao Power BI,Confusa,Slides,Sem acústica,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
756,2025-03-15,Conhecimento básico,5,DAX e Power Query,Clara,Documentação,Pouco ventilado,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
757,2025-03-15,Conhecimento avançado,4,Introdução ao Power BI,Com muitos exemplos,Slides,Confortável,A palestra foi confusa em alguns momentos.
758,2025-03-15,Conhecimento básico,3,Introdução ao Power BI,Confusa,Documentação,Confortável,Faltou mais exemplos práticos no material.
759,2025-03-15,Conhecimento básico,5,Introdução ao Power BI,Objetiva,Slides,Sem acústica,"O material foi bom, mas faltaram mais exemplos práticos."
760,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Clara,Exercícios práticos,Pouco ventilado,"Professor excelente, mas o conteúdo foi muito básico."
761,2025-03-15,Nenhum conhecimento,5,Modelagem de dados,Intermediária,Vídeos,Pouco ventilado,"O material de apoio foi claro, mas faltou mais exemplos práticos."
762,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Intermediária,Apostila,Com muitas cadeiras,A interação com os participantes poderia ser maior.
763,2025-03-15,Conhecimento básico,5,Introdução ao Power BI,Clara,Exercícios práticos,Confortável,"A didática foi ótima, consegui entender tudo que foi falado."
764,2025-03-15,Conhecimento avançado,4,Conectando fontes de dados,Intermediária,Vídeos,Com muitas cadeiras,"Achei a parte de modelagem de dados muito interessante, mas poderia ser mais prática."
765,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Confusa,Exercícios práticos,Com muitas cadeiras,Faltou mais tempo de prática para fixar o conteúdo.
